      0.36619680E+00      0.18431604E+02      0.26203233E+01
      0.36608716E+00      0.18431622E+02      0.26204023E+01
      0.36595304E+00      0.18431643E+02      0.26204991E+01
      0.36578984E+00      0.18431669E+02      0.26206170E+01
      0.36559064E+00      0.18431703E+02      0.26207612E+01
      0.36534685E+00      0.18431741E+02      0.26209380E+01
      0.36504996E+00      0.18431789E+02      0.26211536E+01
      0.36468573E+00      0.18431848E+02      0.26214185E+01
      0.36424289E+00      0.18431922E+02      0.26217412E+01
      0.36369941E+00      0.18432009E+02      0.26221377E+01
      0.36303700E+00      0.18432117E+02      0.26226218E+01
      0.36222606E+00      0.18432250E+02      0.26232153E+01
      0.36123339E+00      0.18432411E+02      0.26239428E+01
      0.36001824E+00      0.18432608E+02      0.26248346E+01
      0.35852971E+00      0.18432851E+02      0.26259285E+01
      0.35670427E+00      0.18433160E+02      0.26272717E+01
      0.35446367E+00      0.18433557E+02      0.26289226E+01
      0.35170963E+00      0.18434041E+02      0.26309538E+01
      0.34831924E+00      0.18434639E+02      0.26334564E+01
      0.34413685E+00      0.18435376E+02      0.26365457E+01
      0.33896516E+00      0.18436284E+02      0.26403672E+01
      0.33255165E+00      0.18437413E+02      0.26451070E+01
      0.32456879E+00      0.18438809E+02      0.26510054E+01
      0.31458662E+00      0.18440553E+02      0.26583757E+01
      0.30203294E+00      0.18442734E+02      0.26676337E+01
      0.28613026E+00      0.18445480E+02      0.26793377E+01
      0.26579833E+00      0.18448908E+02      0.26942597E+01
      0.23948902E+00      0.18453250E+02      0.27134895E+01
      0.20490686E+00      0.18458867E+02      0.27386251E+01
      0.15848365E+00      0.18466251E+02      0.27721120E+01
      0.36620608E+00      0.18431741E+02      0.26203252E+01
      0.36609644E+00      0.18431760E+02      0.26204042E+01
      0.36596231E+00      0.18431780E+02      0.26205010E+01
      0.36579912E+00      0.18431806E+02      0.26206190E+01
      0.36559991E+00      0.18431840E+02      0.26207632E+01
      0.36535612E+00      0.18431878E+02      0.26209399E+01
      0.36505923E+00      0.18431926E+02      0.26211556E+01
      0.36469500E+00      0.18431985E+02      0.26214204E+01
      0.36425217E+00      0.18432059E+02      0.26217432E+01
      0.36370868E+00      0.18432146E+02      0.26221396E+01
      0.36304627E+00      0.18432254E+02      0.26226238E+01
      0.36223533E+00      0.18432387E+02      0.26232173E+01
      0.36124266E+00      0.18432548E+02      0.26239448E+01
      0.36002750E+00      0.18432745E+02      0.26248366E+01
      0.35853898E+00      0.18432988E+02      0.26259305E+01
