      1.86780220E-01      1.44132160E-02      4.29908260E-02      7.56007096E-04
      1.86783120E-01      1.44140070E-02      4.29903990E-02      7.56497612E-04
      1.86787190E-01      1.44151180E-02      4.29897980E-02      7.57187010E-04
      1.86792920E-01      1.44166810E-02      4.29889540E-02      7.58157754E-04
      1.86800980E-01      1.44188790E-02      4.29877650E-02      7.59523029E-04
      1.86812310E-01      1.44219700E-02      4.29860930E-02      7.61442119E-04
      1.86828250E-01      1.44263170E-02      4.29837420E-02      7.64141849E-04
      1.86850680E-01      1.44324290E-02      4.29804350E-02      7.67940857E-04
      1.86882220E-01      1.44410210E-02      4.29757820E-02      7.73282709E-04
      1.86926580E-01      1.44530990E-02      4.29692360E-02      7.80795582E-04
      1.86988980E-01      1.44700710E-02      4.29600280E-02      7.91362940E-04
      1.87076760E-01      1.44939110E-02      4.29470710E-02      8.06227004E-04
      1.87200240E-01      1.45273810E-02      4.29288370E-02      8.27133672E-04
      1.87373950E-01      1.45743330E-02      4.29031750E-02      8.56539587E-04
      1.87618310E-01      1.46401270E-02      4.28670470E-02      8.98281650E-04
      1.87962100E-01      1.47321800E-02      4.28161700E-02      9.58490649E-04
      1.88445770E-01      1.48606870E-02      4.27444920E-02      1.04348723E-03
      1.89126290E-01      1.50395290E-02      4.26434430E-02      1.16440827E-03
      1.90083910E-01      1.52868610E-02      4.25008190E-02      1.33260576E-03
      1.91431740E-01      1.56249330E-02      4.22990760E-02      1.55694776E-03
      1.93329240E-01      1.60809200E-02      4.20130690E-02      1.81544660E-03
      1.96001600E-01      1.66849580E-02      4.16077110E-02      2.01678331E-03
      1.98677170E-01      1.72508020E-02      4.12045300E-02      2.00033620E-03
      2.01355740E-01      1.77679470E-02      4.07924500E-02      1.82999728E-03
      2.04039250E-01      1.82015870E-02      4.03344070E-02      1.62440732E-03
      2.06729530E-01      1.85790870E-02      3.98543900E-02      1.49263581E-03
      2.09423950E-01      1.89682080E-02      3.94146320E-02      1.46733274E-03
      2.12120850E-01      1.93611940E-02      3.90043050E-02      1.50101869E-03
      2.14819580E-01      1.97412300E-02      3.86014540E-02      1.51096520E-03
      2.17522180E-01      2.00855580E-02      3.81785770E-02      1.45372715E-03
      2.20233670E-01      2.03682240E-02      3.77034500E-02      1.35165466E-03
      2.22946190E-01      2.07002790E-02      3.72583490E-02      1.26094874E-03
      2.25647580E-01      2.11659900E-02      3.69075940E-02      1.20880296E-03
      2.28353870E-01      2.16387130E-02      3.65682250E-02      1.16274925E-03
      2.31074230E-01      2.20469610E-02      3.61946160E-02      1.06366013E-03
      2.33799370E-01      2.23763840E-02      3.58014500E-02      8.79823646E-04
      2.36526470E-01      2.26300400E-02      3.53929360E-02      6.33385792E-04
      2.38462320E-01      2.28059790E-02      3.50808940E-02      4.49620106E-04
      2.39836710E-01      2.29364190E-02      3.48447890E-02      3.26606491E-04
      2.40812870E-01      2.30323420E-02      3.46689070E-02      2.45958615E-04
      2.41506340E-01      2.31047030E-02      3.45375850E-02      1.92240012E-04
      2.41999160E-01      2.31584910E-02      3.44410380E-02      1.55525762E-04
      2.42349130E-01      2.31977360E-02      3.43710470E-02      1.31152629E-04
      2.42597890E-01      2.32261200E-02      3.43206320E-02      1.13844705E-04
      2.42774570E-01      2.32465120E-02      3.42845080E-02      1.01545846E-04
      2.42899960E-01      2.32610960E-02      3.42587180E-02      9.32817249E-05
      2.42989060E-01      2.32715140E-02      3.42403170E-02      8.74743498E-05
      2.43052360E-01      2.32789440E-02      3.42272050E-02      8.33478649E-05
      2.43097340E-01      2.32842370E-02      3.42178710E-02      8.04153401E-05
      2.43129300E-01      2.32880040E-02      3.42112290E-02      7.83314931E-05
      2.43152010E-01      2.32906840E-02      3.42065050E-02      7.68506877E-05
      2.43168140E-01      2.32925900E-02      3.42031470E-02      7.57988546E-05
      2.43179600E-01      2.32939450E-02      3.42007590E-02      7.50515603E-05
      2.43187750E-01      2.32949090E-02      3.41990620E-02      7.45201140E-05
      2.43193540E-01      2.32955940E-02      3.41978560E-02      7.41425093E-05
      2.43197650E-01      2.32960800E-02      3.41969990E-02      7.38744404E-05
      2.43200570E-01      2.32964260E-02      3.41963900E-02      7.36841453E-05
      2.43203560E-01      2.32967790E-02      3.41957680E-02      7.34890464E-05
      2.43208390E-01      2.32973520E-02      3.41947590E-02      7.31740271E-05
      2.43216230E-01      2.32982810E-02      3.41931230E-02      7.26627834E-05
      2.43228950E-01      2.32997870E-02      3.41904700E-02      7.18332313E-05
      2.43249570E-01      2.33022320E-02      3.41861670E-02      7.04884165E-05
      2.43283000E-01      2.33062000E-02      3.41791810E-02      6.83080049E-05
      2.43337200E-01      2.33126480E-02      3.41678380E-02      6.47726355E-05
      2.43391410E-01      2.33191110E-02      3.41564720E-02      6.12362589E-05
      2.43445620E-01      2.33255860E-02      3.41450910E-02      5.76996552E-05
      2.43499830E-01      2.33320650E-02      3.41337040E-02      5.41629695E-05
      2.43533270E-01      2.33360630E-02      3.41266780E-02      5.19812946E-05
      2.43553900E-01      2.33385300E-02      3.41223430E-02      5.06353320E-05
      2.43566610E-01      2.33400520E-02      3.41196700E-02      4.98060744E-05
      2.43574460E-01      2.33409900E-02      3.41180200E-02      4.92939141E-05
      2.43579300E-01      2.33415690E-02      3.41170030E-02      4.89781658E-05
      2.43582280E-01      2.33419270E-02      3.41163760E-02      4.87837428E-05
      1.86773830E-01      1.44421530E-02      4.29638030E-02      7.56404279E-04
      1.86776720E-01      1.44429210E-02      4.29633480E-02      7.56893779E-04
      1.86780800E-01      1.44440330E-02      4.29627500E-02      7.57581752E-04
      1.86786530E-01      1.44456160E-02      4.29619340E-02      7.58550487E-04
      1.86794590E-01      1.44478190E-02      4.29607520E-02      7.59912938E-04
      1.86805920E-01      1.44509000E-02      4.29590770E-02      7.61828059E-04
      1.86821860E-01      1.44552430E-02      4.29567290E-02      7.64522203E-04
      1.86844290E-01      1.44613480E-02      4.29534240E-02      7.68313353E-04
      1.86875820E-01      1.44699100E-02      4.29487480E-02      7.73644155E-04
      1.86920190E-01      1.44819760E-02      4.29422110E-02      7.81141485E-04
